JournalCode;JournalLib;EcritureNum;EcritureDate;CompteNum;CompteLib;CompAuxNum;CompAuxLib;pieceRef;PieceDate;EcritureLib;Debit;Credit;EcritureLet;DateLet;ValidDate;Montantdevise;Idevise;DateRglt;ModeRglt;NatOp;IdClient;IdOrigine
BQ;Banque;ecriture-piece-30;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-30;20180710;Frais forfaitaire 4eme : Frais Generaux;33;;C01234567891011121314151617181920;20180710;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-32;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-32;20180710;Commission de compte 4eme : Frais Generaux;;0,34;C012345678910111213141516171819;20180710;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-32;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-32;20180710;Commission de compte 4eme : Frais Generaux;0,06;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-32;20190811;6064000;Fournitures administratives;;;piece-32;20180710;Commission de compte 4eme : Frais Generaux;0,28;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-32;20190811;5120000;Banques;;;piece-32;20180710;Commission de compte 4eme : Frais Generaux;;0,34;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-32;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-32;20180710;Commission de compte 4eme : Frais Generaux;0,34;;C012345678910111213141516171819;20180710;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-30;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-30;20180710;Frais forfaitaire 4eme : Frais Generaux;;33;C01234567891011121314151617181920;20180710;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-7;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-7;20180801;ABON DEMAT ET PAPIER: Frais Generaux;0,2;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-7;20190811;6064000;Fournitures administratives;;;piece-7;20180801;ABON DEMAT ET PAPIER: Frais Generaux;1;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-7;20190811;5120000;Banques;;;piece-7;20180801;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-7;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-7;20180801;ABON DEMAT ET PAPIER: Frais Generaux;1,2;;C0123456789101112131415161718192021;20180801;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-7;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-7;20180801;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;C0123456789101112131415161718192021;20180801;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-19;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-19;20180804;ABONNEMENT CYBERPLUS: Frais Generaux;0,83;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-19;20190811;6064000;Fournitures administratives;;;piece-19;20180804;ABONNEMENT CYBERPLUS: Frais Generaux;4,17;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-19;20190811;5120000;Banques;;;piece-19;20180804;ABONNEMENT CYBERPLUS: Frais Generaux;;5;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-19;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-19;20180804;ABONNEMENT CYBERPLUS: Frais Generaux;5;;C012345678910111213141516171819202122;20180804;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-19;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-19;20180804;ABONNEMENT CYBERPLUS: Frais Generaux;;5;C012345678910111213141516171819202122;20180804;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-45;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-45;20180828;Frais de notification de regularisation : acte de Greffe;0,42;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-45;20190811;6227000;Frais d'actes et de contentieux;;;piece-45;20180828;Frais de notification de regularisation : acte de Greffe;2,09;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-46;20190811;5120000;Banques;;;piece-46;20180828;Frais de notification de regularisation : acte de Greffe;;2,51;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-46;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-46;20180828;Frais de notification de regularisation : acte de Greffe;2,51;;C01234567891011121314151617181920212223;20180828;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-45;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-45;20180828;Frais de notification de regularisation : acte de Greffe;;2,51;C01234567891011121314151617181920212223;20180828;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-8;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-8;20180901;ABON DEMAT ET PAPIER: Frais Generaux;0,2;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-8;20190811;6064000;Fournitures administratives;;;piece-8;20180901;ABON DEMAT ET PAPIER: Frais Generaux;1;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-8;20190811;5120000;Banques;;;piece-8;20180901;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-8;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-8;20180901;ABON DEMAT ET PAPIER: Frais Generaux;1,2;;C0123456789101112131415161718192021222324;20180901;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-8;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-8;20180901;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;C0123456789101112131415161718192021222324;20180901;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-20;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-20;20180904;ABONNEMENT CYBERPLUS: Frais Generaux;0,83;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-20;20190811;6064000;Fournitures administratives;;;piece-20;20180904;ABONNEMENT CYBERPLUS: Frais Generaux;4,17;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-20;20190811;5120000;Banques;;;piece-20;20180904;ABONNEMENT CYBERPLUS: Frais Generaux;;5;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-20;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-20;20180904;ABONNEMENT CYBERPLUS: Frais Generaux;5;;C012345678910111213141516171819202122232425;20180904;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-20;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-20;20180904;ABONNEMENT CYBERPLUS: Frais Generaux;;5;C012345678910111213141516171819202122232425;20180904;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-37;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-37;20180916;Extrait Kbis;0,59;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-37;20190811;6227000;Frais d'actes et de contentieux;;;piece-37;20180916;Extrait Kbis;2,94;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-38;20190811;5120000;Banques;;;piece-38;20180916;Extrait Kbis;;3,53;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-38;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-38;20180916;Extrait Kbis;3,53;;C01234567891011121314151617181920212223242526;20180916;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-37;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-37;20180916;Extrait Kbis;;3,53;C01234567891011121314151617181920212223242526;20180916;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-27;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-27;20180930;AGIOS 3eme : Frais Generaux;6,09;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-27;20190811;6064000;Fournitures administratives;;;piece-27;20180930;AGIOS 3eme : Frais Generaux;30,43;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-27;20190811;5120000;Banques;;;piece-27;20180930;AGIOS 3eme : Frais Generaux;;36,52;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-27;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-27;20180930;AGIOS 3eme : Frais Generaux;36,52;;C0123456789101112131415161718192021222324252627;20180930;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-27;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-27;20180930;AGIOS 3eme : Frais Generaux;;36,52;C0123456789101112131415161718192021222324252627;20180930;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-9;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-9;20181001;ABON DEMAT ET PAPIER: Frais Generaux;0,2;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-9;20190811;6064000;Fournitures administratives;;;piece-9;20181001;ABON DEMAT ET PAPIER: Frais Generaux;1;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-9;20190811;5120000;Banques;;;piece-9;20181001;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-9;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-9;20181001;ABON DEMAT ET PAPIER: Frais Generaux;1,2;;C012345678910111213141516171819202122232425262728;20181001;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-9;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-9;20181001;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;C012345678910111213141516171819202122232425262728;20181001;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-21;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-21;20181003;ABONNEMENT CYBERPLUS: Frais Generaux;0,83;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-21;20190811;6064000;Fournitures administratives;;;piece-21;20181003;ABONNEMENT CYBERPLUS: Frais Generaux;4,17;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-21;20190811;5120000;Banques;;;piece-21;20181003;ABONNEMENT CYBERPLUS: Frais Generaux;;5;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-21;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-21;20181003;ABONNEMENT CYBERPLUS: Frais Generaux;5;;C01234567891011121314151617181920212223242526272829;20181003;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-21;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-21;20181003;ABONNEMENT CYBERPLUS: Frais Generaux;;5;C01234567891011121314151617181920212223242526272829;20181003;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-40;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-40;20181005;Depot actes modificatifs de societe : certificat de depot – Droits de Greffe;1,41;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-40;20190811;6227000;Frais d'actes et de contentieux;;;piece-40;20181005;Depot actes modificatifs de societe : certificat de depot – Droits de Greffe;7,04;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-41;20190811;5120000;Banques;;;piece-41;20181005;Depot actes modificatifs de societe : certificat de depot – Droits de Greffe;;8,45;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-41;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-41;20181005;Depot actes modificatifs de societe : certificat de depot – Droits de Greffe;8,45;;C012345678910111213141516171819202122232425262728293031323334;20181005;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-41;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-41;20181005;Depot actes modificatifs de societe : certificat de depot – INPI;;59,14;C0123456789101112131415161718192021222324252627282930;20181005;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-41;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-41;20181005;Depot actes modificatifs de societe : certificat de depot – INPI;9,86;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-41;20190811;6227000;Frais d'actes et de contentieux;;;piece-41;20181005;Depot actes modificatifs de societe : certificat de depot – INPI;49,28;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-42;20190811;5120000;Banques;;;piece-42;20181005;Depot actes modificatifs de societe : certificat de depot – INPI;;59,14;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-42;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-42;20181005;Depot actes modificatifs de societe : certificat de depot – INPI;59,14;;C0123456789101112131415161718192021222324252627282930;20181005;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-42;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-42;20181005;Modification avis BODACC – BODACC;;116;C012345678910111213141516171819202122232425262728293031;20181005;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-42;20190811;6227000;Frais d'actes et de contentieux;;;piece-42;20181005;Modification avis BODACC – BODACC;116;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-43;20190811;5120000;Banques;;;piece-43;20181005;Modification avis BODACC – BODACC;;116;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-43;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-43;20181005;Modification avis BODACC – BODACC;116;;C012345678910111213141516171819202122232425262728293031;20181005;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-43;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-43;20181005;Modification avis BODACC – Droits de Greffe;;5,9;C01234567891011121314151617181920212223242526272829303132;20181005;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-43;20190811;6227000;Frais d'actes et de contentieux;;;piece-43;20181005;Modification avis BODACC – Droits de Greffe;5,9;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-44;20190811;5120000;Banques;;;piece-44;20181005;Modification avis BODACC – Droits de Greffe;;5,9;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-44;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-44;20181005;Modification avis BODACC – Droits de Greffe;5,9;;C01234567891011121314151617181920212223242526272829303132;20181005;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-44;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-44;20181005;Modification avis BODACC – INPI;;5,9;C0123456789101112131415161718192021222324252627282930313233;20181005;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-44;20190811;6227000;Frais d'actes et de contentieux;;;piece-44;20181005;Modification avis BODACC – INPI;5,9;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-45;20190811;5120000;Banques;;;piece-45;20181005;Modification avis BODACC – INPI;;5,9;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-45;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-45;20181005;Modification avis BODACC – INPI;5,9;;C0123456789101112131415161718192021222324252627282930313233;20181005;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-40;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-40;20181005;Depot actes modificatifs de societe : certificat de depot – Droits de Greffe;;8,45;C012345678910111213141516171819202122232425262728293031323334;20181005;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-36;20190811;6064000;Fournitures administratives;;;piece-36;20181025;Enregistrement aux impots reduction du capital : Frais Generaux;375;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-37;20190811;5120000;Banques;;;piece-37;20181025;Enregistrement aux impots reduction du capital : Frais Generaux;;375;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-37;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-37;20181025;Enregistrement aux impots reduction du capital : Frais Generaux;375;;C01234567891011121314151617181920212223242526272829303132333435;20181025;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-36;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-36;20181025;Enregistrement aux impots reduction du capital : Frais Generaux;;375;C01234567891011121314151617181920212223242526272829303132333435;20181025;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-39;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-39;20181028;Greffe tribunal de commerce Paris;1,96;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-39;20190811;6227000;Frais d'actes et de contentieux;;;piece-39;20181028;Greffe tribunal de commerce Paris;9,81;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-40;20190811;5120000;Banques;;;piece-40;20181028;Greffe tribunal de commerce Paris;;11,77;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-40;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-40;20181028;Greffe tribunal de commerce Paris;11,77;;C0123456789101112131415161718192021222324252627282930313233343536;20181028;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-39;20190811;4010000;Fournisseurs (compte collectif);4013000;Frais Greffe;piece-39;20181028;Greffe tribunal de commerce Paris;;11,77;C0123456789101112131415161718192021222324252627282930313233343536;20181028;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-10;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-10;20181101;ABON DEMAT ET PAPIER: Frais Generaux;0,2;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-10;20190811;6064000;Fournitures administratives;;;piece-10;20181101;ABON DEMAT ET PAPIER: Frais Generaux;1;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-10;20190811;5120000;Banques;;;piece-10;20181101;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-10;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-10;20181101;ABON DEMAT ET PAPIER: Frais Generaux;1,2;;C012345678910111213141516171819202122232425262728293031323334353637;20181101;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-10;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-10;20181101;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;C012345678910111213141516171819202122232425262728293031323334353637;20181101;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-22;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-22;20181106;ABONNEMENT CYBERPLUS: Frais Generaux;0,83;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-22;20190811;6064000;Fournitures administratives;;;piece-22;20181106;ABONNEMENT CYBERPLUS: Frais Generaux;4,17;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-22;20190811;5120000;Banques;;;piece-22;20181106;ABONNEMENT CYBERPLUS: Frais Generaux;;5;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-22;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-22;20181106;ABONNEMENT CYBERPLUS: Frais Generaux;5;;C01234567891011121314151617181920212223242526272829303132333435363738;20181106;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-22;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-22;20181106;ABONNEMENT CYBERPLUS: Frais Generaux;;5;C01234567891011121314151617181920212223242526272829303132333435363738;20181106;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-34;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-34;20181115;Domiciliation SDM Loyer;33,82;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-34;20190811;6132000;Locations immobilières;;;piece-34;20181115;Domiciliation SDM Loyer;169,08;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-34;20190811;5120000;Banques;;;piece-34;20181115;Domiciliation SDM Loyer;;202,9;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-34;20190811;4010000;Fournisseurs (compte collectif);4011000;Fournisseur SDM;piece-34;20181115;Domiciliation SDM Loyer;202,9;;C0123456789101112131415161718192021222324252627282930313233343536373839;20181115;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-34;20190811;4010000;Fournisseurs (compte collectif);4011000;Fournisseur SDM;piece-34;20181115;Domiciliation SDM Loyer;;202,9;C0123456789101112131415161718192021222324252627282930313233343536373839;20181115;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-11;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-11;20181201;ABON DEMAT ET PAPIER: Frais Generaux;0,2;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-11;20190811;6064000;Fournitures administratives;;;piece-11;20181201;ABON DEMAT ET PAPIER: Frais Generaux;1;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-11;20190811;5120000;Banques;;;piece-11;20181201;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-11;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-11;20181201;ABON DEMAT ET PAPIER: Frais Generaux;1,2;;C012345678910111213141516171819202122232425262728293031323334353637383940;20181201;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-11;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-11;20181201;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;C012345678910111213141516171819202122232425262728293031323334353637383940;20181201;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-23;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-23;20181204;ABONNEMENT CYBERPLUS: Frais Generaux;0,83;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-23;20190811;6064000;Fournitures administratives;;;piece-23;20181204;ABONNEMENT CYBERPLUS: Frais Generaux;4,17;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-23;20190811;5120000;Banques;;;piece-23;20181204;ABONNEMENT CYBERPLUS: Frais Generaux;;5;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-23;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-23;20181204;ABONNEMENT CYBERPLUS: Frais Generaux;5;;C01234567891011121314151617181920212223242526272829303132333435363738394041;20181204;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-23;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-23;20181204;ABONNEMENT CYBERPLUS: Frais Generaux;;5;C01234567891011121314151617181920212223242526272829303132333435363738394041;20181204;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-35;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-35;20181211;Domiciliation SDM Loyer;39,83;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-35;20190811;6132000;Locations immobilières;;;piece-35;20181211;Domiciliation SDM Loyer;199,16;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-35;20190811;5120000;Banques;;;piece-35;20181211;Domiciliation SDM Loyer;;238,99;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-35;20190811;4010000;Fournisseurs (compte collectif);4011000;Fournisseur SDM;piece-35;20181211;Domiciliation SDM Loyer;238,99;;C0123456789101112131415161718192021222324252627282930313233343536373839404142;20181211;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-35;20190811;4010000;Fournisseurs (compte collectif);4011000;Fournisseur SDM;piece-35;20181211;Domiciliation SDM Loyer;;238,99;C0123456789101112131415161718192021222324252627282930313233343536373839404142;20181211;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-49;20190811;4551000;Associés - Comptes courants : Principal;4551100;Compte courant associé Thomas Milotti;piece-49;20181215;Compte courante associe : Thomas Milotti;;1000;;;20190312;;;;;;;IMPORT
90;Opérations Diverses;ecriture-piece-2;20190811;4551000;Associés - Comptes courants : Principal;4551100;Compte courant associé Thomas Milotti;piece-2;20181215;Compte courante associe : Thomas Milotti;1000;;;;20190312;;;;;;;IMPORT
90;Opérations Diverses;ecriture-piece-2;20190811;7788100;Produit exceptionel Abandon Compte Thomas Milottti;;;piece-2;20181215;Compte courante associe : Thomas Milotti;;1000;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-49;20190811;5120000;Banques;;;piece-49;20181215;Compte courante associe : Thomas Milotti;1000;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-26;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-26;20181231;AGIOS 2eme : Frais Generaux;5,56;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-26;20190811;6064000;Fournitures administratives;;;piece-26;20181231;AGIOS 2eme : Frais Generaux;27,78;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-26;20190811;5120000;Banques;;;piece-26;20181231;AGIOS 2eme : Frais Generaux;;33,34;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-26;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-26;20181231;AGIOS 2eme : Frais Generaux;33,34;;C01234567891011121314151617181920212223242526272829303132333435363738394041424344;20181231;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-28;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-28;20181231;AGIOS 4eme : Frais Generaux;;48;C012345678910111213141516171819202122232425262728293031323334353637383940414243;20181231;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-28;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-28;20181231;AGIOS 4eme : Frais Generaux;8;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-28;20190811;6064000;Fournitures administratives;;;piece-28;20181231;AGIOS 4eme : Frais Generaux;40;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-28;20190811;5120000;Banques;;;piece-28;20181231;AGIOS 4eme : Frais Generaux;;48;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-28;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-28;20181231;AGIOS 4eme : Frais Generaux;48;;C012345678910111213141516171819202122232425262728293031323334353637383940414243;20181231;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-26;20190811;4010000;Fournisseurs (compte collectif);4012000;Fournisseur Frais Généraux;piece-26;20181231;AGIOS 2eme : Frais Generaux;;33,34;C01234567891011121314151617181920212223242526272829303132333435363738394041424344;20181231;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-12;20190811;4456611;TVA déductible Achats Taux 1/Factures;;;piece-12;20190101;ABON DEMAT ET PAPIER: Frais Generaux;0,2;;;;20190312;;;;;;;IMPORT
60;Achats;ecriture-piece-12;20190811;6064000;Fournitures administratives;;;piece-12;20190101;ABON DEMAT ET PAPIER: Frais Generaux;1;;;;20190312;;;;;;;IMPORT
BQ;Banque;ecriture-piece-12;20190811;5120000;Banques;;;piece-12;20190101;ABON DEMAT ET PAPIER: Frais Generaux;;1,2;;;20190312;;;;;;;IMPORT
